ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
61997,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061997'},Contract Award,2018-12-03T00:00:00,P132500,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
61996,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061996'},Contract Award,2018-12-03T00:00:00,P132500,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
61999,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061999'},Contract Award,2018-12-03T00:00:00,P151102,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,KG,Kyrgyz Republic,"Other Agriculture, Fishing and Forestry, Public Administration - Agriculture, Fishing & Forestry, Forestry"
61987,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061987'},Contract Award,2018-12-03T00:00:00,P161320,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
61995,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061995'},Contract Award,2018-12-03T00:00:00,P132277,"Green corridor development,urban section (Yinghu - Yingshi roads)",,,CN,China,Urban Transport
61992,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061992'},Contract Award,2018-12-03T00:00:00,P132500,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
62000,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062000'},Contract Award,2018-12-03T00:00:00,P106216,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Education, Tertiary Education"
61993,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061993'},Contract Award,2018-12-03T00:00:00,P155541,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Timor-Leste,"Public Administration - Agriculture, Fishing & Forestry, Agricultural markets, commercialization and agri-business, Crops, Livestock"
61988,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061988'},Contract Award,2018-12-03T00:00:00,P161320,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
61994,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061994'},Contract Award,2018-12-03T00:00:00,P132500,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
62002,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062002'},Contract Award,2018-12-03T00:00:00,P132500,"C5-03TOWNSHIP TECHNICAL ASSISTANCE (2017-2018) in RAKHINE            (Ponnagyun, Gwa)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
55938,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00055938'},Request for Expression of Interest,2018-12-03T00:00:00,P161048,International Consultant to provide training for the FSC staff            on Modeling interactions between macroeconomic policies,Consultants,2018-12-17T00:00:00,MN,Mongolia,
60704,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00060704'},Invitation for Bids,2018-12-03T00:00:00,P147499,Repair and modernization of the diesel locomotives series 2062 100,Goods and Works,2018-12-07T00:00:00,HR,Croatia,"Public Administration - Transportation, Railways"
62316,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062316'},Contract Award,2018-12-03T00:00:00,P156759,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Western Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62323,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062323'},Contract Award,2018-12-03T00:00:00,P147674,Acquisition des moyens roulants,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62325,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062325'},Contract Award,2018-12-03T00:00:00,P116410,THE CONSTRUCTION OF THE MEDUPI - BORUTHO (SECTION A AND B),,,ZA,South Africa,"Renewable Energy Solar, Renewable Energy Geothermal, Renewable Energy Biomass, Other Energy and Extractives, Energy Transmission and Distribution"
62285,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062285'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Godhaila            Panchayat in Block Hanuman Nagar,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62286,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062286'},Contract Award,2018-12-03T00:00:00,P129828,Printing and Distribution of Grade 3-8 Amharic Textbooks and            Teachers Guide as a second language Lot 4,,,ET,Ethiopia,"Tertiary Education, Secondary Education, Primary Education, Public Administration - Education, Other Information and Communications Technologies"
62289,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062289'},Contract Award,2018-12-03T00:00:00,P158194,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Public Administration - Transportation, Social Protection, Rural and Inter-Urban Roads"
62294,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062294'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i) Farna Panchyat            in Block Barhara & (ii) Gundi Panchyat in Block Barhara,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62302,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062302'},Request for Expression of Interest,2018-12-03T00:00:00,P120843,Project Management and Monitoring Specialist,Consultants,2018-12-17T00:00:00,BD,Bangladesh,"Other Industry, Trade and Services, Public Administration - Industry, Trade and Services, Other Water Supply, Sanitation and Waste Management, Other Transportation, ICT Infrastructure"
62303,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062303'},Invitation for Bids,2018-12-03T00:00:00,P125565,P4 Poste HTB Protection Telecom Telecond BM BEI 2 LotsLot1 L4            Automatisation Distribution Telecom Appareils Coupures BMLot2 J2 Renforcement Telecond            Reseaux HTA de la Zone Centre Ouest (DRCO) EIB BM,Goods and Works,2019-02-06T00:00:00,SN,Senegal,"Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62292,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062292'},Contract Award,2018-12-03T00:00:00,P160751,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,RO,Romania,Law and Justice
62296,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062296'},Contract Award,2018-12-03T00:00:00,P152309,"Thi công xây dá»±ng công trình (Gá»m các há» Báº£n á»h, Noong            Cháº¡y, Huá»i Nháº£ - KhÆ¡ Mú, Xa CÄ,n, Xum Lo, Báº£n Cá»§, Nà Bó)",,,VN,Vietnam,"Public Administration - Water, Sanitation and Waste Management, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage"
62297,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062297'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Garhani Panchyat            in Block Garhani & (ii) Echari Panchyat in Block Garhani,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62299,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062299'},Contract Award,2018-12-03T00:00:00,P146653,"AF- Construction of 105 m span steel girder bridge at km 15 of            Balmara Syalde Kedar Motor Road in Vidhan Sabha Salt in District Almora, Rebid 3,            Package Number UDRP/AF/BR 32",,,IN,India,"Other Transportation, Housing Construction, Other Water Supply, Sanitation and Waste Management, Sub-National Government, Rural and Inter-Urban Roads"
62317,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062317'},Contract Award,2018-12-03T00:00:00,P150696,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GE,Georgia,"Public Administration - Industry, Trade and Services, Sub-National Government, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads, Social Protection"
62334,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062334'},Request for Expression of Interest,2018-12-03T00:00:00,P147674,JURISTE POUR LA REALISATION D'UN DIAGNOSTIC DES            INSTRUMENTS DE LUTTE CONTRE LES ENTRAVES AU COMMERCEEN VUE DE LA MISE EN PLACE D'UN            DISPOSITIF PILOTE POUR DENONCER LES ENTRAVES AU COMMERCE,Consultants,2018-12-15T00:00:00,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62306,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062306'},General Procurement Notice,2018-12-03T00:00:00,P162679,,,,IN,India,
62307,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062307'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Kodihar Tarawe            Panchayat in Block Gamharia,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62311,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062311'},Contract Award,2018-12-03T00:00:00,P156759,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Western Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62314,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062314'},Invitation for Bids,2018-12-03T00:00:00,P150523,"Supply of patrol equipment forRUNAPA,MINAPA & UMNP",Goods and Works,2018-12-18T00:00:00,,Tanzania,"Other Transportation, Irrigation and Drainage, Agricultural Extension, Research, and Other Support Activities, Other Agriculture, Fishing and Forestry, Tourism"
62315,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062315'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i) Sidhapa            Panchayat in Block Ladaniya & (ii) Chatra Gobraura North Panchayat in Block Khajauli,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62318,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062318'},Contract Award,2018-12-03T00:00:00,P152698,"Evaluation of Automatic Water Level, Temperature and            Conductivity Recorder",,,IN,India,"Public Administration - Water, Sanitation and Waste Management, ICT Services, Other Water Supply, Sanitation and Waste Management"
62320,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062320'},Request for Expression of Interest,2018-12-03T00:00:00,P149743,Design and conduct taxpayer and staff survey's including            analysis of results,Consultants,2018-12-10T00:00:00,ME,Montenegro,"ICT Infrastructure, Central Government (Central Agencies)"
62321,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062321'},Request for Expression of Interest,2018-12-03T00:00:00,P149743,Analytics including Tax GAP,Consultants,2018-12-10T00:00:00,ME,Montenegro,"ICT Infrastructure, Central Government (Central Agencies)"
62322,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062322'},Contract Award,2018-12-03T00:00:00,P155630,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,AM,Armenia,"Other Public Administration, ICT Infrastructure, Public Administration - Social Protection, Public Administration - Industry, Trade and Services, Central Government (Central Agencies)"
62324,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062324'},Invitation for Bids,2018-12-03T00:00:00,P161757,"Supply, Installation and Maintenance of Solar PV Pumping            Systems for Community Facilities",Goods and Works,2019-02-11T00:00:00,,Tanzania,
62330,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062330'},Contract Award,2018-12-03T00:00:00,P122486,UV-VIS Spectrophotometer,,,IN,India,"Irrigation and Drainage, Agricultural markets, commercialization and agri-business, Crops, Public Administration - Agriculture, Fishing & Forestry, Agricultural Extension, Research, and Other Support Activities"
62336,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062336'},Contract Award,2018-12-03T00:00:00,P113266,"EPC Contract for the Design, Supply, Installation and            Commissioning of 225 kV Overhead Transmission Lines relatingto Lot 3: Mano (L) - Kenema            (SL) - Bikongor (SL)",,,,Western Africa,"Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62338,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062338'},Contract Award,2018-12-03T00:00:00,P113266,TL 225 kV EIB & WB financing - Lot 4:TL Bikongor (SL) -            Bumbuna (SL) - Yiben (SL),,,,Western Africa,"Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62339,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062339'},Contract Award,2018-12-03T00:00:00,P126452,PAVIMENTACAO DOSTRECHOS DE RODOVIAS ETAPA II: RN 016            (CARNAUBAIS - ESTRADA DO CAJU),,,BR,Brazil,"Health, Public Administration - Social Protection, Other Education, Other Agriculture, Fishing and Forestry, Sub-National Government"
62283,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062283'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i) Lodipur            Panchayat in Block Rajgir & (ii) Akauna Panchayat in Block Ben.,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62287,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062287'},Contract Award,2018-12-03T00:00:00,P129828,Printing and Distribution of Grade 3-8 Amharic Textbooks and            Teachers Guide as a second language,,,ET,Ethiopia,"Tertiary Education, Secondary Education, Primary Education, Public Administration - Education, Other Information and Communications Technologies"
